id,Número do Incidente,label,predicted,Nota1,Nota2,Comentário
4522,INC000026770815,reclamação,neutro,3,5,"embora a solicitação tenha sido aberta como ""reinstalação do babylon"", o fato é que havia uma problema entre o babylon e o word que impedia de abrir o word ou documentos em word. como percebi que o problema não seria solucionado e que seria redirecionado para outra equipe, solicitei que fosse reinstalado o babylon, o que resolveu o problema de acesso ao word."
4523,INC000026774094,reclamação,reclamação,1,1,"serviço de integração da ""rede telefônica petrobras"" com o serviço ""skype"" não funciona há mais de um mês na plataforma!! o atendente também não deu previsão de retorno à operação desse sistema... tudo péssimo!"
4524,INC000025861896,reclamação,reclamação,1,1,câmeras com problema foi aberto outros chamados para disfarçar o atraso de meses na tentativa de resolução do cftv
4525,INC000025931232,reclamação,reclamação,2,1,"o entendimento de resolvido era ter restaurado o documento em menos de uma semana. levou um tempo maior que este para a equipe de fato admitir que documentos haviam sumidos. o fato das reuniões terem sido restauradas, não impediram transtornos e constrangimentos. sds, joão rosa"
4526,INC000026484402,reclamação,reclamação,4,5,houve demora no fornecimento do chip 85
4527,INC000026576766,reclamação,reclamação,1,5,"péssimo atendimento. liguei dias depois solicitando informação sobre o atendimento e mais uma vez fiquei sem nada. conceder acesso a uma pasta da rede não deveria ser um grande problema. por favor, vamos criar sistemas que ajudem nosso trabalho. o desafio já é grande e contamos com a ti tb! não é necessário retorno sobre essa reclamação. só queria que vocês considerassem o usuário final como importante nas decisões que vocês tomem"
4528,INC000026729895,reclamação,reclamação,1,5,"acredito que uma série de equivocos e falhas no processo acarretaram no atendimento fora do prazo, em minha insatisfação e provocam dificuldades no trabalho e elevação de custo etc. só fui atendimento hoje pq abri reclamação hoje. obs.: após o envio da reclamação, o tempo para resolução do chamado (chegada do técnico e serviço) foi de aproximadamente 10 min. precisava todo este transtorno? espero ter ajudado a tic na análise de revisão de processos"
4529,INC000026758268,reclamação,reclamação,1,1,"abri um chamado para recuperação de alguns arquivos e, na limpeza de arquivos inúteis, o atendente acabou deletando o meu histórico e favoritos do navegador. os atalhos da área de trabalho pararam de funcionar e o papel de parede sumiu"
4530,INC000026764498,reclamação,reclamação,3,1,"apesar da presteza e diligência do técnico que respondeu à chamada no local, infelizmente o contrato para fornecimento de mouse foi suspenso. foi-me cedido um usado , mas que apresenta problema de mal contato também"
4531,INC000026765756,reclamação,elogio,4,5,"o primeiro atendente aparentou não buscar solução - encaminhou o problema de instalação de active x para outra mesa. aguardei alguns momentos(horas) e refiz a chamada ao 881 para que outro atendente - este, no caso - solucionasse de forma proativa como sempre fora realizado. assim, parabenizo esse atendimento como de praxe"
4532,INC000026766913,reclamação,reclamação,2,1,"perguntei se poderia instalar o visio diretamente ou se precisava de autorização gerencial. o atendente disse que sim para a versão standard. 40 minutos depois, quando o software estava praticamente instalado, disse que tinha se enganado"
4533,INC000026770786,reclamação,reclamação,1,1,"péssimo feedback. procedimentos que são interpretados de forma ""x"" por um atendente e de forma ""y"" por outro, orientando erroneamente o usuário"
4534,INC000026772442,reclamação,reclamação,2,1,"o problema ocorreu na tarde de 6a.feira (15/07/2016) - não houve solução. somente resolvido hoje, dia 18/07"
4535,INC000026775755,reclamação,reclamação,1,1,"a solicitação realizada foi para cadastro e edição da situação da plataforma p62, porém o atendimento foi citado como atendido para consulta. portanto, gostaria de registrar esse atendimento como não atendido"
4536,INC000026776168,reclamação,reclamação,4,5,"houve uma certa dificuldade em resolver o problema, e a demora foi muito grande"
4537,INC000026784559,reclamação,reclamação,1,1,"infelizmente o atendimento tem sido demorado, e mesmo em casos onde a situação é registrada com urgência, a persistência em fazer com que o usuário realize testes que já foram feitos chega a ser desanimador!"
4538,INC000026785700,reclamação,reclamação,1,1,"o atendente, com certa má vontade, me orientou a utilizar o ""aplicações petrobras"". assim o fiz, mas não havia o ícone do java disponível. como eu não me dei por vencido, digitei o termo java no busca aplicativos e o encontrei. executei-o, reiniciei o computador e nada. realmente a tic da petrobras é péssima"
4539,INC000026422918,reclamação,reclamação,1,1,a solicitação não foi atendida
4540,INC000026649947,reclamação,reclamação,1,1,"nesses últimos dois anos tive muitas ocorrências com a tic, computador travou varias vezes, tive meu notes ibm enviando email em nome de um colega terceirizado em macaé, recentemente fui logar em uma base fora de salvador e a tic descobriu que eu estava lotado em uma unidade do rj, todos os incidentes a tic não tem explicações para os acontecimentos e quando não consegue resolver devolve que eu cliente que sofro com todas as perdas de tempo junto ao 881 e com as horas sem a principal ferramenta de trabalho, eu que tenho que contactar um outro setor da tic para explicar um problema eminentemente técnico sem saber técnico sobre o que está acontecendo. estamos com um desafio enorme pela frente e sem o suporte adequado vai depender da vontade de cada um, pois se depender da tic... parece que está sucateda, é esta a impressão que fica, mesmo com toda a boa vontade da operadora kedna e do rodrigo. boa sorte para vcs tb!"
4541,INC000026649964,reclamação,reclamação,1,5,depois de muito custo e tres solicitações de retorno de andamento do serviço (que nunca aconteceram) e pressão do cliente para atendimento a este serviço as impressoras foram instaladas
4542,INC000026671527,reclamação,elogio,5,5,"o prazo para atendimento foi grande, mais de 10 dias"
4543,INC000026705368,reclamação,elogio,4,5,tempo de atendimento se estendeu muito
4544,INC000026738035,reclamação,reclamação,2,5,o tempo para atendimento da solicitação foi excessivo
4545,INC000026761211,reclamação,reclamação,2,5,o atendimento poderia ser mais rápido se o primeiro ou segundo atendente acreditasse no que eu estava relatando.
4546,INC000026767177,reclamação,reclamação,2,5,bom dia! os serviços de telefonia precisam melhorar o seu atendimento. o primeiro ou o segundo atendente não acreditou que o ramal estava com problema disse que ninguém viria no local me ajudar e deveria seguir as instruções e o manual. acontece que o manual omite a etapa de utilização das teclas laterais para conferência e quando veio um técnico no local constatou a mensagem que eu falava desde do primeiro atendimento. esse atendimento poderia ser mais rápido se o atendente acreditasse que tinha uma mensagem no final do procedimento que eu tentava fazer. no final das contas teve que vir um técnico no local e ainda bem que veio um técnico ótimo que testou várias vezes e viu o problema. estou registrando esse acontecimento para que os serviços de telefonia acompanhem os serviços de informática que estão melhorando bem os seus atendimentos
4547,INC000026773276,reclamação,reclamação,1,1,"segundo o atendente existe um equipe de sobreaviso para emergências em setores operacionais ininterruptos ( inclusive finais de semana ), do qual faço parte. a equipe só apareceu 2 dias depois .acho melhor explicar que esse sobreaviso é inexistente. obs* essa avaliação é sobre o serviço solicitado"
4548,INC000026777377,reclamação,reclamação,1,1,atendimento local demorou a chegar e não resolveu o problema! coisa simples e foi embora sem resolver!
4549,INC000026778398,reclamação,reclamação,3,1,a inconsistência permanece nas pub-05/pub-08/12/pub-07/11 entrando falha de comunicação e retornando. e pub-06 sem comunicação desde 11/07/16
4550,INC000026780500,reclamação,reclamação,2,1,não foi dado retorno sobre a previsão de solução do problema
4551,INC000026785102,reclamação,reclamação,1,1,não veio ninguém resolver o problema - continua
4552,INC000026786000,reclamação,reclamação,1,1,"depois de 2 atendimentos sobre o caso, o problema ainda persiste, e isto impede a realização de minhas funções"
4553,INC000026788293,reclamação,reclamação,1,1,não resolveu o problema. continuo com o erro
4554,INC000026788972,reclamação,reclamação,1,1,não foi feito nenhum contato com o cliente para entender a necessidade e logo foi encerrado o chamado. mal atendimento
4555,INC000026794127,reclamação,reclamação,1,1,atendimento extremamente demorado. atendente não sabe o procedimento para desembarque do material
4556,INC000026794990,reclamação,reclamação,3,5,"o sistema do assistente estava muito lento, ficamos muito tempo para resolver algum tão simples"
4557,INC000026797710,reclamação,reclamação,1,1,"chamado feito sob orientações do atendimento 881. porém ao invés de atender a necessidade, foi orientado a re-fazer o procedimento que não atendeu a necessidade e deu origem ao primeiro chamado. serviço insatisfatório. favor atender a solicitação/necessidade da empresa"
4558,INC000025683424,reclamação,reclamação,1,5,"tempo de homologação excessivamente grande, considerando que já existiam versões anteriores do software homologadas"
4559,INC000026587347,reclamação,reclamação,1,1,o tecnico ligou uma vez e ficou de ligar de novo e nunca apareceu
4560,INC000026644114,reclamação,neutro,3,1,em 19/07/2016 foi enviado o dip tic/cptc/sst/deab 000022/2016 conforme orientado para acerto da ferramente. não acho certo concluir o incidente até que tudo seja resolvido
4561,INC000026677945,reclamação,reclamação,1,1,"o problema não foi corrigido pelo suporte tic, e tão pouco recebi retorno do porque o chamado foi encerrado"
4562,INC000026683136,reclamação,reclamação,4,5,demorou um pouco
4563,INC000026729062,reclamação,reclamação,3,5,demora no retorno. problema resolvido através de uma ação minha
4564,INC000026729695,reclamação,reclamação,4,5,tempo longo
4565,INC000026785556,reclamação,reclamação,1,1,não recebi a sala virtual e a senha
4566,INC000026791671,reclamação,reclamação,2,5,"diferentemente das outras vezes em que abri um chamado, desta vez o andamento foi muito desorganizado. talvez a razão tenha sido eu ter solicitado durante uma consulta ao help linux. apesar de terem meu nome completo me colocaram como se trabalhando no edise e assim o contato telefônico foi tentado com o número 8146578. obviamente não atendi e assim o processo ficou pendente, aguardando o cliente. respondi um email que me foi enviado e liguei duas vezes para 881. parece, que se o contato inicial, que geralmente é rápido, falhar, o cliente perde toda e qualquer prioridade, mesmo que o erro não tenha sido dele. só depois da segunda chamada ao 881, já em tom de reclamação, o processo foi retomado. me senti como um cliente dessas operadoras de telefonia ou de tv a cabo, quando você agenda um serviço e não sabe se eles comparecerão e nem a hora."
4567,INC000026799200,reclamação,reclamação,1,1,foi instalado o software errado. havia pedido o hp rgs receiver e o que foi instalado foi o hp rgs sender.
4568,INC000026801319,reclamação,reclamação,2,1,"solicitei a verificação só porque a instalação que estava fazendo pelo web881 não estava funcionando. fui obrigado a entrar em contato pois, num atendimento anterior, o atendente apagou históricos, favoritos, inclusive os plugins de bancos. continuo sem poder acessar o banco pelo firefox, coisa que fazia antes"
4569,INC000026801512,reclamação,reclamação,3,5,"o atendente foi muito educado porém não foi registrado o que solicitei. estamos tendo problema de instabilidade desde dia 18/07 onde todas as gerências do apcab recebe a mensagem de espaço insuficiente para salvar na rede sendo que existe espaço. o mesmo informou que tem ocorrido este problema na rede petrobrás devido obsolescência dos equipamentos. pedi que esta informação fosse registrada mas não foi. sem que o atendente fizesse nenhum procedimento, o problema ao ocorreu durante o atendimento. porém registro que é um problema recorrente desde o dia 18/07 para todas as gerências do ativo"
4570,INC000026802748,reclamação,neutro,4,5,o apoio poderia ter sido mais solicito
4571,INC000026802936,reclamação,reclamação,1,1,"total falta de proatividade do técnico do ar, uma vez que o mesmo sugeriu um erro na infraestrutura da empresa contratada, e não uma falha de configuração ou sistêmica por parte da petrobras com relação a configuração do meu perfil. uma vez que nenhum outro companheiro de trabalho está apresentando os erros relatados no atendimento. fazer uma consulta no meu perfil e ver que não deveria ocorrer o erro é fácil... difícil é querer gastar tempo para tentar descobrir a origem do erro!!!"
4572,INC000026803139,reclamação,reclamação,2,1,"solicitado informações sobre local para armazenamento de arquivos para que fosse disponibilizado um link para fornecedores fazerem download do mesmo, pois não é possível enviar por e-mail devido ao tamanho do arquivo. o atendente informou que eu deveria pesquisar um software e retornar com o nome do mesmo para consultar se é homologado. minha solicitação não foi atendida, pois liguei no intuito de achar uma solução para o meu problema, porém obtive a resposta de eu mesmo procurar a solução"
4573,INC000026809014,reclamação,reclamação,1,1,"já é o segundo chamado com o mesmo teor em que não foi feito nada e o chamado dado como ""concluído"""
4574,INC000026490529,reclamação,reclamação,1,5,"o chamado foi resolvido da pior maneira possivel. o chamado foi aberto em 13/06. depois de mais de um mês que foi resolvido. tive que abrir mais 7 chamados para saber o ""status"" da solicitação original: - inc000026501095"
4575,INC000026600351,reclamação,reclamação,3,5,houve uma demora muito grande no atendimento
4576,INC000026628829,reclamação,reclamação,1,1,"pelo histórico registrado no gsi, não houve entendimento do solicitado. eu já possuia a facilidade, mas o aparelho continua sem apresentar o ícone indicativo de correio de voz. além disso, o chamado foi encerrado sem qualquer confirmação de minha parte. solicito a reabertura do registro. saliento que não gostaria de abrir outro chamado. obrigado"
4577,INC000026718065,reclamação,neutro,3,5,"foi resolvido parcialmente, o problema persiste. não estamos recebendo chamadas"
4578,INC000026746251,reclamação,reclamação,2,5,"não resolveram no prazo que deram, liguei e colocaram como urgência, não foi resolvido e tive que aguardar 1 semana para resolução do prolema"
4579,INC000026748593,reclamação,reclamação,4,5,demora para ser atendida.
4580,INC000026772541,reclamação,reclamação,3,5,a nota foi 3 devido ao prazo para solução do chamado
4581,INC000026789396,reclamação,reclamação,2,5,"o chamado foi resolvido, porém, eu não estava presente no momento e deram início à instalação, reiniciando a minha máquina fazendo com que o trabalho que estava fazendo fosse perdido. não sei qual o padrão, mas acredito que a forma correta seja começar a agir apenas na presença do colaborador que solicitou o chamado"
4582,INC000026790102,reclamação,reclamação,5,5,sá achei que demorou para o atendimento de um chamado de prazo crítico
4583,INC000026794179,reclamação,reclamação,3,5,o prazo para a solução do problema demorou mais do que o previsto
4584,INC000026808362,reclamação,reclamação,1,1,a atendente foi prepotente e está tecnicamente desinformada
4585,INC000026811537,reclamação,reclamação,1,1,"sempre fui muito bem atendida no 881, mas esse atendente de hoje estava sem paciência e foi sarcástico. atendimento demorado e não resolveu o problema"
4586,INC000026811713,reclamação,reclamação,2,1,"me deixou na linha esperando, achei que estivesse resolvendo. quando retornou, disse-me que iria passar para outro suporte mas não passou o histórico. tive que relatar mais uma vez a minha queixa"
4587,INC000026813234,reclamação,reclamação,1,1,"apesar de ter solicitado urgência no atendimento, o mesmo ainda não foi atendido"
4588,INC000026814839,reclamação,reclamação,1,1,"a atendente não foi nenhum um pouco cordial, longe de ter uma postura proativa e cooperativa. enfim, o atendimento foi péssimo"
4589,INC000026815282,reclamação,reclamação,1,1,"o procedimento foi passado, mas solicitei a resposta formal (por escrito no registro) a duas questões: 1 - o delegado não precisa ter função? e 2 - a delegação é restrita ao gprode, ou seja, em nada afeta a delegação que é cadastrada no sap e que serve para outras aprovações na companhia? o atendente não deu a resposta formal e se negou a encaminhar o chamado para a mesa especializada do gprode, alegando que a questão 2 deveria ser respondida pela mesa do sap. mesmo eu solicitando insistentemente que o chamado fosse encaminhado para a mesa do gprode, por eu saber, de chamados anteriores, que eles teriam condição de me dar esta resposta, o atendente insistiu em não fazer isto. precisei desistir do atendimento"
4590,INC000026815702,reclamação,reclamação,1,1,não recebemos a resposta do motivo pelo qual o registro fora encerrado
4591,INC000026815706,reclamação,reclamação,1,5,não recebemos a resposta do motivo pelo qual o registro fora encerrado
4592,INC000026815708,reclamação,reclamação,1,1,não recebemos a resposta do motivo pelo qual o registro fora encerrado
4593,INC000026815852,reclamação,reclamação,1,1,não recebemos a resposta do motivo pelo qual o registro fora encerrado
4594,INC000026817172,reclamação,reclamação,1,1,"atendimento lento e ruim. chegamos cedo para a vídeo, descobrimos que o ip não informado não foi incluído e depois de muita espera, fomos conectados. em 5 minutos a conexão foi encerrada, quando fiz esta ligação para reconexão. a justificativa era que eu liguei para uma mesa e quem resolvia era uma mesa do rio de janeiro. 881 não tem diferença para o cliente - precisa resolver, independente de qual mesa estamos falando. resultado: perdi uma vídeo gerencial da função rh, importante para o momento que estamos passando"
4595,INC000026700482,reclamação,reclamação,1,1,cadeado fornecido veio quebrado!
4596,INC000026713511,reclamação,reclamação,4,5,"apesar de ter demorado um pouco (02 semanas) para algo que foi colocado com urgência, pois necessito desse telefone devido ser o coordenador dessa área, onde recebo comunicações de acidentes / incidentes de todas as plataformas da área norte nesse telefone, seja de dia ou a noite. mas tudo bem."
4597,INC000026715167,reclamação,reclamação,1,5,"houve uma demora enorme, vários pedidos e muitos níveis decisórios envolvidos"
4598,INC000026779724,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse ¿sala de rádio do fpsa"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798840)"". portanto não houve personalização"
4599,INC000026782308,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse ¿fiscal do fpsa - sala de estar 701"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798850)"". portanto não houve personalização"
4600,INC000026782594,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse ¿fiscal do fpsa - camarote 702"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798849)"". portanto não houve personalização"
4601,INC000026782611,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse ¿fiscal do fpsa - camarote 723"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798854)"". portanto não houve personalização"
4602,INC000026784228,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse ¿fpsa - mesa de pessoal eventual"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798859)"". portanto não houve personalização"
4603,INC000026784712,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse ¿enfermaria do fpsa"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798844)"". portanto não houve personalização"
4604,INC000026784715,reclamação,reclamação,1,1,não entendi porque recebi a pesquisa de satisfação para avaliar um serviço que foi prometido e ainda não foi executado
4605,INC000026785065,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse "" fpsa - sl. reunião e videoconferência"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798847)"". portanto não houve personalização"
4606,INC000026785266,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse ""fpsa - videoconferência"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798848)"". portanto não houve personalização"
4607,INC000026785691,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse ¿fiscal do fpsa - escritório 1"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798841)"". portanto não houve personalização"
4608,INC000026786039,reclamação,reclamação,2,1,"foi solicitada a personalização do ramal para que aparecesse ""fiscal do fpsa - escritório 2"", mas isso não aparece nem no diretório local (só aparece ""fpsqr"") nem no painel do telefone chamado, onde aparece ""fpsqr (7798843)"". portanto não houve personalização"
4609,INC000026802755,reclamação,reclamação,1,1,estou a três dias tentando solucionar o caso e até o presente momento nenhum técnico compareceu ao local para averiguação
4610,INC000026805318,reclamação,reclamação,1,1,"a atendente informou que eu deveria refazer todo o processo de contratação......daí busquei outras fontes e consegui alterar os valores sem precisar cancelar o processo. essa falha é muito grave, pois atrasaria todo o trabalho"
4611,INC000026806580,reclamação,reclamação,4,5,demorou uma semana para resolver uma coisa tão simples
4612,INC000026806958,reclamação,reclamação,1,1,o profissional que entrou em contato não soube explicar se pagamos leasing do equipamento. sendo estamos pagando por um computador velho como se novo fosse. pelo tempo de uso deste equipamento (mais de 3 anos) entendo que o mesmo deveria ser trocado.
4613,INC000026807520,reclamação,reclamação,1,1,chamado não resolvido (não entraram em contato)
4614,INC000026811209,reclamação,neutro,3,1,"fui contactado pelo técnico, mas o mesmo não conseguiu resolver o problema"
4615,INC000026812567,reclamação,reclamação,1,5,demora excessiva para atendimento de prioridade pela área local
4616,INC000026818056,reclamação,neutro,3,5,"o problema poderia ter sido resolvido ontem mesmo, se o rapaz já trouxesse um cabo para trocar."
4617,INC000026819891,reclamação,reclamação,1,1,o procedimento adotado para substituição de impressora não atende às nossas necessidades de trabalho
4618,INC000026821070,reclamação,reclamação,1,1,"me informaram as 7:50h da manhã que o técnico estaria a caminho. contudo até 10h o técnico não havia aparecido. o chamado foi atendido por um técnico que estava no local, mas não era responsável pelo meu chamado, que havia sido pedido em urgência. o notes funcionou corretamente somente no respectivo dia, sendo hoje, o mesmo já se encontra em perfeitas condições de uso. somente acessa via web ou citrix. acusa base novamente corrompida"
4619,INC000026821273,reclamação,reclamação,3,1,não resolveu o problema e quase não encaminhou para quem poderia resolver
4620,INC000026822678,reclamação,reclamação,3,1,"o chamado que foi atendido não se referiu ao ddd 47, como citado mas à rota 752 que estava errada. o problema com o ddd 47 continua"
4621,INC000026823871,reclamação,reclamação,3,5,"o atendimento foi muito demorado para ser uma área especializada no assunto. no final, a solução pareceu simples demais em relação a quantidade de tempo que levou para chegar até ela."
4622,INC000026825082,reclamação,reclamação,1,1,"solução apresentada não reflete a realidade. não podemos alterar a aba classificação, tão pouco abrir um chamado de cobertura por não haver uma categorização adequada na resolução"
4623,INC000026826225,reclamação,reclamação,2,1,"não consegui falar com o atendente, som do telefone com muito chiado... fiquei 1h no atendimento sem sucesso"
4624,INC000026828953,reclamação,neutro,2,5,foi resolvido de tanto eu insistir e ensinar em parte o que ele deveria verificar
4625,INC000026829390,reclamação,reclamação,1,1,"o atendente passou um bom tempo procurando explicação para o9 problema (lendo o manual do notes). depois me informou que iria passar o atendimento para outro atendente porque seu horário de trabalho tinha terminado. isso é, no mínimo, falta de compromisso com o trabalho. estou impressionada com a falta de qualidade com que o serviço foi prestado"
4626,INC000026832959,reclamação,reclamação,1,1,"foi informado que o chamado será enviado a equipe responsável, e que então entrariam em contato. não foi informado o ramal da equipe, nem prazo para o atendimento. frisei que rede e internet a bordo são indispensáveis e o chamado é crítico"
4627,INC000026650368,reclamação,reclamação,1,5,prazo muito longo para solucionar uma demanda
4628,INC000026736620,reclamação,reclamação,2,5,"foram necessárias várias pessoas durante vários dias até conseguiram instalar o couga 2013. como não é a primeira vez que instalam o programa, me surpreendeu esta demora."
4629,INC000026748203,reclamação,reclamação,1,1,"foi feita uma alteração no cálculo da condição de pagamento z30b, que não estava de acordo com o que solicitamos. pedimos a tic que informasse a alteração que foi feita, mas o incidente foi encerrado sem esta informação"
4630,INC000026762382,reclamação,reclamação,1,5,tempo demasiadamente longo e informacoes desencontradas
4631,INC000026792226,reclamação,reclamação,1,1,"tive que explicar a solicitação 4 vezes, para 4 atendentes diferentes, o primeiro atendente ignorou tudo que eu falei, registrou o chamado com a descrição completamente diferente do que eu falei. o último me disse por telefone que mandaria um e-mail explicando sua resposta mas até agora não recebi nada. e a minha solicitação não foi atendida"
4632,INC000026799351,reclamação,reclamação,1,1,"o chamado foi para alterar a minha rota de 853-0396 para 853-9025 mas não foi atendido. a rota permanece a antiga. o telefone externo também está incorreto, o atual é (61) 2107-9025"
4633,INC000026811448,reclamação,reclamação,2,5,tempo muito longo
4634,INC000026814854,reclamação,elogio,4,5,"o primeiro atendimento, na abertura do chamado, foi bem confuso e atrapalhado. o atendente parecia estar bem perdido. anotou o meu número de contato errado o que atrasou a solução do problema."
4635,INC000026820229,reclamação,reclamação,1,1,"desde a abertura do chamado até o cumprimento, pelo solicitante, dos encaminhamentos de e-mails complementares da nossa gerência à ti, nada foi feito pela petronect. tivemos que optar por outra solução devido aos compromissos de cumprimento do cronograma. como registramos toda esta solicitação, este registro fará parte do dossiê da licitação para justificar a adoção de uma solução paliativa"
4636,INC000026823159,reclamação,reclamação,3,5,"o chamado foi atendido após 24 h e com reiteração da solicitação. após 24 horas de espera e com a reiteração do chamado, compareceu o profissional do apoio local e o atendimento atendeu perfeitamente com a solução do problema"
4637,INC000026823861,reclamação,neutro,4,5,"faltou apoio local no início da video, para pré teste, tivemos que acionar"
4638,INC000026834961,reclamação,reclamação,1,5,"o tempo para atendimento do chamado é extremamente longo, o que nos faz perder em média uma hora para cada atendiment"
4639,INC000026836358,reclamação,reclamação,1,1,fiquei 2horas e 51 minutos para ser informada que não tinha rede
4640,INC000026836967,reclamação,neutro,5,1,o notes não foi sincronizado
4641,INC000026837017,reclamação,reclamação,1,5,"foi extremamente demorada a solução para o problema, que poderia ter sido resolvido de forma mais ágil. com isso, meu trabalho foi prejudicado, assim como o trabalho dos meus colegas que se encontravam na mesma situação. ainda tenho colegas que não tiveram seu problema resolvido. acho lamentável a falta de conhecimento e perspicácia da equipe de atendimento remoto"
4642,INC000026838474,reclamação,reclamação,4,5,"demorou um pouco, mas o atendimento foi eficaz"
4643,INC000026840978,reclamação,reclamação,2,5,o tempo em atendimento é sempre demasiado neste 881
4644,INC000026844590,reclamação,reclamação,1,1,necessitava realizar pesquisa avançada de mensagens encaminahdas e recebidas num determinado período para atender demanda gerencial e o atendente não acrescentou em nada na pesquisa que o usuário final realiza. esperava que houvesse uma orientação a partir de índices pré-definidos ou algo que o valha. salvo melhor juízo uma plataforma como lotus notes deve disponibilizar buscas avançadas a partir de critérios pré-definidos. att
4645,INC000026844856,reclamação,elogio,5,5,"houve pouco de demora para ser atendido, mas , o atendimento foi bom"
4646,INC000026410593,reclamação,reclamação,1,1,"sem comentários, a solicitação ficou por todo esse tempo sem uma solução"
4647,INC000026729473,reclamação,reclamação,2,5,"não houve pro-atividade na execução do atendimento, de modo que o cliente teve que fazer diversas cobranças. o prazo era de 16 horas úteis, no entanto, levou mais de duas semanas"
4648,INC000026784347,reclamação,reclamação,3,5,muita demora para atender o chamado
4649,INC000026823101,reclamação,neutro,4,5,"eu enfatizei que meu sousa é com ""s"" e não com ""z"", mas mesmo assim personalizaram com ""z"": souza"
4650,INC000026827388,reclamação,reclamação,1,1,o tempo de atendimento é muito longo
4651,INC000026827636,reclamação,neutro,5,5,o erro da ysdescontos permanece. o gerente de contrato não consegue alterar a aprovação para quitação por cobrança manual
4652,INC000026830479,reclamação,reclamação,1,1,"fiquei mais de hora esperando configurar uma planilha excel , e no final não resolveu nada"
4653,INC000026836444,reclamação,reclamação,3,1,"não foi, não estou conseguindo acessar o notes, aguardo retorno para terminar a solicitação"
4654,INC000026839645,reclamação,reclamação,1,1,na abertura do chamado foi avisado que o mouse da sala de reunião estava com as pilhas descarregadas. o atendimento local demorou 3 horas para aparecer e informou que não era responsável pela troca de pilhas e tampouco tinha um mouse com fio para substituir o outro
4655,INC000026840797,reclamação,reclamação,1,1,"o problema era que o envio de apresentação pela entrada vga auxiliar (notebook) estava com imagem congelada. num primeiro atendimento por telefone o técnico solicitou acesso remoto ao notebook (o que foi negado já que o problema era na videocon) o segundo técnico em atendimento presencial desconectou e reconectou a videocon para tentar resolver o problema, e para isso interrompeu a reunião. depois tentou conexão ponto a ponto ( o que foi negado pois excluiria um dos participantes da reunião já que a conexão era via sala virtual pois tinha 3 salas participantes). por fim sugeriu que a solução para o problema com o recurso (enviar apresentação) era não utilizar o recurso. um atendimento ruim do início ao fim"
4656,INC000026841865,reclamação,elogio,5,5,"ucledson (ct8a) atendeu com eficiência. agradeço o pronto atendimento de wallace (f8hb) e ucledson à cliente rute da uo-es/exp/se. obs.: já o atendimento da tic/cpie/atic/ar para o chamado anterior, inc000026827264, não foi satisfatório. se possível, repassem a insatisfação. atendente deveria ter entendido a necessidade e a situação exposta e encaminhado o chamado para o apoio local."
4657,INC000026842657,reclamação,reclamação,1,1,"não foi feito o contato par verificar se o ramal já esta realizando chamdas para 0800, e testei agora e continua com o mesmo problema, so que o chamado já foi fechado"
4658,INC000026843493,reclamação,reclamação,1,1,minha gerente não consegue aprovar o pedido. não aparece para ela o botão
4659,INC000026844049,reclamação,reclamação,1,1,"o atendimento foi baixado sem estar completo, mesmo eu informando qual era o procedimento a ser realizado e estando disponível para o acompanhamento, as orientações ao que me parecem foram ignoradas"
4660,INC000026848030,reclamação,elogio,5,5,esta já e a quarta vez que solicito o mesmo serviço. todos sempre foram ótimos mas o problema voltaou por 3 vezes
4661,INC000026851193,reclamação,reclamação,1,1,"faltou boa vontade ao apoio local para especificar o serviço a ser solicitado, bem como conhecimento ao atendente do serviço 881 para entender a solicitação. o processo para atendimento é excessivamente burocrático para a natureza da operação."
4662,INC000026851346,reclamação,reclamação,1,1,solução extremamente burocrática para uma atividade operacional. foi solicitado um dip para autorizar um serviço temporário de apoio a uma operação de custo altíssimo
